filename|raw_text|normalized_text
019842_RUSLAN|Мармеладовая роза Линда Ашер – заведующая отделом прозы в «Ньюйоркере». |Мармеладовая роза Линда Ашер - заведующая отделом прозы в "Ньюйоркере".
019843_RUSLAN|Она же с восьмидесятого года мой постоянный редактор. Линда позвонила мне в конце июля. |Она же с восьмидесятого года мой постоянный редактор. Линда позвонила мне в конце июля.
019844_RUSLAN|Пригласила на ланч в ресторан «Алгонкуин», угол Сорок третьей и Шестой. |Пригласила на ланч в ресторан "Алгонкуин", угол Сорок третьей и Шестой.
019845_RUSLAN|Я почему‑то сразу догадался, что это шикарный ресторан. Звоню Энн Фридмен, спрашиваю – Как я должен быть одет? |Я почему-то сразу догадался, что это шикарный ресторан. Звоню Энн Фридмен, спрашиваю - Как я должен быть одет?
019846_RUSLAN|Слышу – Ведь ты же писатель, артист. Ты можешь одеваться как угодно. А днем – тем более. |Слышу - Ведь ты же писатель, артист. Ты можешь одеваться как угодно. А днем - тем более.
019847_RUSLAN|Так что не обязательно являться в смокинге. Можно и в обыкновенном светлом костюме. Неплохо, думаю. |Так что не обязательно являться в смокинге. Можно и в обыкновенном светлом костюме. Неплохо, думаю.
019848_RUSLAN|У меня и пиджака‑то человеческого нет. Есть свитер, вязаный жилет и джинсовая куртка. Звоню поэту Льву Халифу. |У меня и пиджака-то человеческого нет. Есть свитер, вязаный жилет и джинсовая куртка. Звоню поэту Льву Халифу.
019849_RUSLAN|Благо мы с ним одинаковой комплекции. Халиф мне уступает голубой пиджак, который ему дали в синагоге. |Благо мы с ним одинаковой комплекции. Халиф мне уступает голубой пиджак, который ему дали в синагоге.
019850_RUSLAN|И галстук цвета вянущей настурции. Как я и предполагал, «Алгонкуин» – самое дорогое место в этой части Нью‑Йорка. |И галстук цвета вянущей настурции. Как я и предполагал, "Алгонкуин" - самое дорогое место в этой части Нью-Йорка.
019851_RUSLAN|Интерьер в старинном духе бронзовые канделябры, гобелены, мельхиоровая посуда. |Интерьер в старинном духе бронзовые канделябры, гобелены, мельхиоровая посуда.
019852_RUSLAN|Линда Ашер – маленькая стройная женщина, пренебрегающая косметикой. Она, естественно, не говорит по‑русски. |Линда Ашер - маленькая стройная женщина, пренебрегающая косметикой. Она, естественно, не говорит по-русски.
019853_RUSLAN|Ваш покорный слуга, что менее естественно, так и не овладел английским. |Ваш покорный слуга, что менее естественно, так и не овладел английским.
019854_RUSLAN|При этом как‑то мы с ней все же объясняемся. Каким‑то непонятным образом беседуем между собой. |При этом как-то мы с ней все же объясняемся. Каким-то непонятным образом беседуем между собой.
019855_RUSLAN|Может быть, дело в категорической американской установке на понимание? |Может быть, дело в категорической американской установке на понимание?
019856_RUSLAN|Здесь так говорите ясно, медленно, отчетливо – и вас поймут. На каком бы языке вы ни изъяснялись. |Здесь так говорите ясно, медленно, отчетливо - и вас поймут. На каком бы языке вы ни изъяснялись.
019857_RUSLAN|Мама в супермаркете то и дело заговаривает по‑грузински. Просто от смущения и растерянности. И ее понимают. |Мама в супермаркете то и дело заговаривает по-грузински. Просто от смущения и растерянности. И ее понимают.
019858_RUSLAN|Я с испугом листаю меню. Читаю его, как Тору, справа налево. Шестнадцать долларов – «Потроха а‑ля Канн». |Я с испугом листаю меню. Читаю его, как Тору, справа налево. Шестнадцать долларов - "Потроха а-ля Канн".
019859_RUSLAN|Восемнадцать девяносто – «Фрикасе эскарго с шампиньонами». |Восемнадцать девяносто - "Фрикасе эскарго с шампиньонами".
019861_RUSLAN|Прямо так и сказано – «цена фантастическая». Это у них юмор такой. Хватает совести шутить. Листаю меню. |Прямо так и сказано - "цена фантастическая". Это у них юмор такой. Хватает совести шутить. Листаю меню.
019862_RUSLAN|Стараюсь угадать какое‑нибудь технически простое блюдо. |Стараюсь угадать какое-нибудь технически простое блюдо.
019863_RUSLAN|Что‑нибудь туго оформленное, сухое и легко попадающееся дроблению. Вроде биточков. |Что-нибудь туго оформленное, сухое и легко попадающееся дроблению. Вроде биточков.
019864_RUSLAN|Останавливаюсь на каком‑то загадочном «Соте эрб де Прованс». Мне приносят нечто тягучее, рыхлое и бесформенное. |Останавливаюсь на каком-то загадочном "Соте эрб де Прованс". Мне приносят нечто тягучее, рыхлое и бесформенное.
019865_RUSLAN|Но с мармеладовой розочкой в центре. Коснешься вилкой – пружинит. Тронешь ножом – выделяется жир. |Но с мармеладовой розочкой в центре. Коснешься вилкой - пружинит. Тронешь ножом - выделяется жир.
019866_RUSLAN|Тот самый, который вскоре окажется на голубом пиджаке Льва Халифа. От ужаса я теряю способность есть. |Тот самый, который вскоре окажется на голубом пиджаке Льва Халифа. От ужаса я теряю способность есть.
019867_RUSLAN|То есть буквально не могу разжать зубы. Как бультерьер с его ужасной мертвой хваткой. |То есть буквально не могу разжать зубы. Как бультерьер с его ужасной мертвой хваткой.
019868_RUSLAN|Сижу, курю, пью минеральную воду. Коньяк, джин, виски отвергаю, причем с негодованием. |Сижу, курю, пью минеральную воду. Коньяк, джин, виски отвергаю, причем с негодованием.
019869_RUSLAN|В кармане у меня новенькая стодолларовая бумажка. Я слышу, как она шуршит. |В кармане у меня новенькая стодолларовая бумажка. Я слышу, как она шуршит.
019870_RUSLAN|А моя дама чуть ли не шестой коктейль себе заказывает. А я, стало быть, из экономии пью «Виши». |А моя дама чуть ли не шестой коктейль себе заказывает. А я, стало быть, из экономии пью "Виши".
019871_RUSLAN|За спиной у меня какой‑то господин во фраке. Зажигалку мне протягивает, воду наливает. |За спиной у меня какой-то господин во фраке. Зажигалку мне протягивает, воду наливает.
019872_RUSLAN|Одет, естественно, лучше меня. И лицо на зависть благородное. Такое ощущение, что Гарвард закончил. |Одет, естественно, лучше меня. И лицо на зависть благородное. Такое ощущение, что Гарвард закончил.
019873_RUSLAN|От всего этого меня едва не парализовало. |От всего этого меня едва не парализовало.
019874_RUSLAN|Слышу, Линда говорит о моих рассказах, которые «Ньюйоркер» вроде бы хочет и дальше печатать. Я в ответ киваю. |Слышу, Линда говорит о моих рассказах, которые "Ньюйоркер" вроде бы хочет и дальше печатать. Я в ответ киваю.
019875_RUSLAN|Достаю из пачки сигарету. Тянусь к бутылке «Виши». Господин делает шаг вперед. Щелкает зажигалкой. Наливает воду. |Достаю из пачки сигарету. Тянусь к бутылке "Виши". Господин делает шаг вперед. Щелкает зажигалкой. Наливает воду.
019876_RUSLAN|Так… Русский писатель близок к обмороку. Тут я не выдержал и сказал – Линда! Позвольте вам кое‑что объяснить. |Так… Русский писатель близок к обмороку. Тут я не выдержал и сказал - Линда! Позвольте вам кое-что объяснить.
019877_RUSLAN|Я в чужой стране. Фактически не говорю по‑английски. Не привык к дорогим ресторанам. |Я в чужой стране. Фактически не говорю по-английски. Не привык к дорогим ресторанам.
019878_RUSLAN|На мне пиджак Халифа… Халиф – это не фирма, а мой товарищ. Не перебивайте!.. Линда! Я чувствую себя идиотом. |На мне пиджак Халифа… Халиф - это не фирма, а мой товарищ. Не перебивайте!. Линда! Я чувствую себя идиотом.
019879_RUSLAN|Вам это понятно? Линда Ашер выпила коктейль, подумала и говорит с обидой – Все это даже американке понятно. |Вам это понятно? Линда Ашер выпила коктейль, подумала и говорит с обидой - Все это даже американке понятно.
019880_RUSLAN|Затем принесли счет. Я к нему честно рванулся. |Затем принесли счет. Я к нему честно рванулся.
019881_RUSLAN|Однако Линда решительно вытащила из моих неплотно сжатых пальцев коричневую бумажку, увенчанную цифрой – двесьти девять, четырнадцать. |Однако Линда решительно вытащила из моих неплотно сжатых пальцев коричневую бумажку, увенчанную цифрой - двесьти девять, четырнадцать.
019882_RUSLAN|Мягко и настойчиво произнесла – Это слишком дорогой ресторан. Вам он не по карману. И мне он не по карману. |Мягко и настойчиво произнесла - Это слишком дорогой ресторан. Вам он не по карману. И мне он не по карману.
019883_RUSLAN|А это значит – платить должен мой босс, хозяин «Ньюйоркера». |А это значит - платить должен мой босс, хозяин "Ньюйоркера".
019884_RUSLAN|И Линда небрежно предъявила официанту какой‑то маленький глянцевый документ. Продается роман |И Линда небрежно предъявила официанту какой-то маленький глянцевый документ. Продается роман
019885_RUSLAN|К осени в моей жизни появилась новая таинственная инстанция. Мне позвонил литературный агент Эндрю Уайли. |К осени в моей жизни появилась новая таинственная инстанция. Мне позвонил литературный агент Эндрю Уайли.
019886_RUSLAN|Он просто сказал – Вы мне нравитесь. Я хотел бы заняться вашими делами. Вероятно, я должен кое‑что объяснить. |Он просто сказал - Вы мне нравитесь. Я хотел бы заняться вашими делами. Вероятно, я должен кое-что объяснить.
019887_RUSLAN|Кто такой литературный агент? Чем он вообще занимается? Пушкин написал когда‑то «Не продается вдохновенье…» |Кто такой литературный агент? Чем он вообще занимается? Пушкин написал когда-то "Не продается вдохновенье…"
019888_RUSLAN|Однако тут же добавил «Но можно рукопись продать…» Вот и произошло на Западе разделение труда. |Однако тут же добавил "Но можно рукопись продать…" Вот и произошло на Западе разделение труда.
019889_RUSLAN|Вдохновение – удел писателей. Продажей рукописи занимается литературный агент. |Вдохновение - удел писателей. Продажей рукописи занимается литературный агент.
019890_RUSLAN|На Западе максимально усовершенствована и отработана косметика человеческих связей. |На Западе максимально усовершенствована и отработана косметика человеческих связей.
019891_RUSLAN|Американцы страшно не любят оказываться в щекотливых, двойственных, неловких положениях. |Американцы страшно не любят оказываться в щекотливых, двойственных, неловких положениях.
019892_RUSLAN|И, естественно, не желают ставить в такие положения других. А теперь представьте себе – вы автор романа. |И, естественно, не желают ставить в такие положения других. А теперь представьте себе - вы автор романа.
019893_RUSLAN|Вы напряженно беседуете с редактором. Хвастаете лестными отзывами о себе. Выпячиваете достоинства своей книги. |Вы напряженно беседуете с редактором. Хвастаете лестными отзывами о себе. Выпячиваете достоинства своей книги.
019894_RUSLAN|Требуете максимальных гонораров. То есть ведете себя унизительным и неприличным образом. |Требуете максимальных гонораров. То есть ведете себя унизительным и неприличным образом.
019895_RUSLAN|Я знаю, что один советский поэт начинал разговоры в издательствах |Я знаю, что один советский поэт начинал разговоры в издательствах
019896_RUSLAN|– В силу моего таланта, осмелюсь думать – немалого… |- В силу моего таланта, осмелюсь думать - немалого…
019897_RUSLAN|А теперь представьте себе, что редактора не интересует ваша книга. |А теперь представьте себе, что редактора не интересует ваша книга.
019898_RUSLAN|Значит, он должен говорить вам что‑то неприятное. Он пытается вести себя уклончиво, лавирует. |Значит, он должен говорить вам что-то неприятное. Он пытается вести себя уклончиво, лавирует.
019899_RUSLAN|Произносит какие‑то дикие фразы «Я‑то рад бы, а вот что подумают наверху?!» У вас портится настроение. |Произносит какие-то дикие фразы "Я-то рад бы, а вот что подумают наверху?!" У вас портится настроение.
019900_RUSLAN|Вы испытываете досаду. Вам хочется убить редактора. Или как минимум поджечь его бороду. |Вы испытываете досаду. Вам хочется убить редактора. Или как минимум поджечь его бороду.
019901_RUSLAN|И тогда на залитый светом просцениум выходит литературный агент. Промежуточное звено между редактором и автором. |И тогда на залитый светом просцениум выходит литературный агент. Промежуточное звено между редактором и автором.
019902_RUSLAN|Вам неловко расхваливать собственное произведение? Агент это проделывает с величайшей беззастенчивостью. |Вам неловко расхваливать собственное произведение? Агент это проделывает с величайшей беззастенчивостью.
019903_RUSLAN|Вам неловко доставать из портфеля хвалебные рецензии? Агент цитирует их наизусть. |Вам неловко доставать из портфеля хвалебные рецензии? Агент цитирует их наизусть.
019904_RUSLAN|Вам неловко требовать солидного гонорара? Агент будет торговаться из‑за каждого доллара. |Вам неловко требовать солидного гонорара? Агент будет торговаться из-за каждого доллара.
019905_RUSLAN|Кроме того, агент хорошо ориентируется в издательском мире. Он знает, что и куда предлагать. |Кроме того, агент хорошо ориентируется в издательском мире. Он знает, что и куда предлагать.
019906_RUSLAN|В числе его разнообразных дарований – способность открывать таланты. Он бойко и напористо внедряет свой товар. |В числе его разнообразных дарований - способность открывать таланты. Он бойко и напористо внедряет свой товар.
019907_RUSLAN|Причем товаром в данном случае, хоть это и обидно, являются ваши бесценные рукописи. |Причем товаром в данном случае, хоть это и обидно, являются ваши бесценные рукописи.
019908_RUSLAN|Наше, как говорится, творчество. Литературный агент – довольно странная профессия. |Наше, как говорится, творчество. Литературный агент - довольно странная профессия.
019909_RUSLAN|Он должен быть наделен безошибочным знанием рынка. Психологическим и литературным чутьем. |Он должен быть наделен безошибочным знанием рынка. Психологическим и литературным чутьем.
019910_RUSLAN|Эрудицией, обаянием, способностью налаживать контакты. |Эрудицией, обаянием, способностью налаживать контакты.
019911_RUSLAN|Артистизмом, эстетическим вкусом, красноречием, чувством юмора, известным нахальством. |Артистизмом, эстетическим вкусом, красноречием, чувством юмора, известным нахальством.
019912_RUSLAN|Среди литературных агентов есть неудачники, таланты, гении. |Среди литературных агентов есть неудачники, таланты, гении.
019913_RUSLAN|Плохой агент и хороший так же несравнимы, как Достоевский и Шундик. |Плохой агент и хороший так же несравнимы, как Достоевский и Шундик.
019914_RUSLAN|Есть международные агентства, которые берут пятьсот долларов лишь за то, чтобы ознакомиться с вашей рукописью. |Есть международные агентства, которые берут пятьсот долларов лишь за то, чтобы ознакомиться с вашей рукописью.
019915_RUSLAN|И так далее. Первым моим литературным агентом стал Иосиф Бродский. Он рекомендовал меня «Ньюйоркеру». |И так далее. Первым моим литературным агентом стал Иосиф Бродский. Он рекомендовал меня "Ньюйоркеру".
019916_RUSLAN|Так уж получилось. Об этом даже писали в «Нью‑Йорк таймс». Вторым, и последним, моим агентом стал Эндрю Уайли. |Так уж получилось. Об этом даже писали в "Нью-Йорк таймс". Вторым, и последним, моим агентом стал Эндрю Уайли.
019917_RUSLAN|Должен сказать, что я сразу полюбил его. |Должен сказать, что я сразу полюбил его.
019918_RUSLAN|Во‑первых, за то, что он не слишком аккуратно ел. И даже мягкую пищу часто брал руками. |Во-первых, за то, что он не слишком аккуратно ел. И даже мягкую пищу часто брал руками.
019919_RUSLAN|С Эндрю мне всегда было легко, хоть он и не говорил по‑русски. Уж не знаю, как это достигается. |С Эндрю мне всегда было легко, хоть он и не говорил по-русски. Уж не знаю, как это достигается.
019920_RUSLAN|К тому же Эндрю, подобно многим американским интеллигентам, был «розовым», левым. |К тому же Эндрю, подобно многим американским интеллигентам, был "розовым", левым.
019921_RUSLAN|А мы, эмигранты, российские беженцы, – правые все как один. Правее нас, говорят, только стенка. |А мы, эмигранты, российские беженцы, - правые все как один. Правее нас, говорят, только стенка.
019922_RUSLAN|Значит, я был правым, Эндрю левым. Но мы отлично ладили. Я спрашивал его – Вот ты ненавидишь капитализм. |Значит, я был правым, Эндрю левым. Но мы отлично ладили. Я спрашивал его - Вот ты ненавидишь капитализм.
019923_RUSLAN|Почему же ты богатый? Эндрю в ответ говорил – Во‑первых, к сожалению, я не очень богат. Я перебивал |Почему же ты богатый? Эндрю в ответ говорил - Во-первых, к сожалению, я не очень богат. Я перебивал
019924_RUSLAN|– То же самое говорит о себе и американское казначейство. – И все‑таки, – продолжал Эндрю, – я не очень богат. |- То же самое говорит о себе и американское казначейство. - И все-таки, - продолжал Эндрю, - я не очень богат.
019925_RUSLAN|Хотя я действительно против капитализма. Но капитализм все еще существует. |Хотя я действительно против капитализма. Но капитализм все еще существует.
019926_RUSLAN|И пока он не умер, богатым живется лучше. В юности Эндрю едва не стал преступником. |И пока он не умер, богатым живется лучше. В юности Эндрю едва не стал преступником.
019927_RUSLAN|Вроде бы его даже судили за что‑то. Из таких, насколько я знаю, вырастают самые порядочные люди. |Вроде бы его даже судили за что-то. Из таких, насколько я знаю, вырастают самые порядочные люди.
019928_RUSLAN|Потом он закончил Гарвард. Владеет несколькими языками. В том числе – латынью, греческим. Изучал Гомера и Пруста. |Потом он закончил Гарвард. Владеет несколькими языками. В том числе - латынью, греческим. Изучал Гомера и Пруста.
019929_RUSLAN|Переводил, удостаивался наград. Писал стихи, был репортером. |Переводил, удостаивался наград. Писал стихи, был репортером.
019930_RUSLAN|Среди его клиентов – покойный Беккет, Найпол, Аллен Гинсберг, Филипп Рот. |Среди его клиентов - покойный Беккет, Найпол, Аллен Гинсберг, Филипп Рот.
019931_RUSLAN|Его клиент – прячущийся от исламских фанатиков Сальман Рушди. Помню, я спросил его |Его клиент - прячущийся от исламских фанатиков Сальман Рушди. Помню, я спросил его
019932_RUSLAN|– Сколько ты заработал на последней книжке Беккета? Эндрю ответил – Гораздо меньше, чем заслуживает Беккет. |- Сколько ты заработал на последней книжке Беккета? Эндрю ответил - Гораздо меньше, чем заслуживает Беккет.
019933_RUSLAN|И гораздо больше, чем заслуживаю я. За десять лет, что мы в контакте, Эндрю фантастически разбогател. |И гораздо больше, чем заслуживаю я. За десять лет, что мы в контакте, Эндрю фантастически разбогател.
019934_RUSLAN|К сожалению, я тут ни при чем. Комиссионные от продажи моих романов составляют гроши. То и дело я говорю ему |К сожалению, я тут ни при чем. Комиссионные от продажи моих романов составляют гроши. То и дело я говорю ему
019935_RUSLAN|– Спасибо, Эндрю. Вряд ли ты на мне хорошо заработаешь. Значит, ты альтруист, хоть и стопроцентный янки. |- Спасибо, Эндрю. Вряд ли ты на мне хорошо заработаешь. Значит, ты альтруист, хоть и стопроцентный янки.
019936_RUSLAN|Эндрю говорит в ответ – Не спеши благодарить. Раньше заработай столько, чтобы я начал обманывать тебя. |Эндрю говорит в ответ - Не спеши благодарить. Раньше заработай столько, чтобы я начал обманывать тебя.
019938_RUSLAN|Американец, говорящий на чужом языке, к тому же «розовый», левый, мне ближе и понятнее старых знакомых. |Американец, говорящий на чужом языке, к тому же "розовый", левый, мне ближе и понятнее старых знакомых.
019939_RUSLAN|Загадочная вещь – человеческое общение. |Загадочная вещь - человеческое общение.
019940_RUSLAN|И все же, когда я стал посылать Эндрю рукописи моих друзей, он занервничал. |И все же, когда я стал посылать Эндрю рукописи моих друзей, он занервничал.
019941_RUSLAN|Он написал мне «Я сам выбираю нужных мне авторов». Видно, его альтруизм имеет довольно четкие границы. |Он написал мне "Я сам выбираю нужных мне авторов". Видно, его альтруизм имеет довольно четкие границы.
019942_RUSLAN|Будем считать, что мне повезло. От сольного пения – к дуэту |Будем считать, что мне повезло. От сольного пения - к дуэту
019943_RUSLAN|Переводческая деятельность в Союзе и на Западе – это абсолютно разные отрасли. |Переводческая деятельность в Союзе и на Западе - это абсолютно разные отрасли.
019944_RUSLAN|Все разное – проблемы, стимулы, механизмы. Советская переводческая школа гремит на весь мир. |Все разное - проблемы, стимулы, механизмы. Советская переводческая школа гремит на весь мир.
019945_RUSLAN|В Союзе переводчик – фигура. Эта профессия долгие годы была, что называется, убежищем талантов. |В Союзе переводчик - фигура. Эта профессия долгие годы была, что называется, убежищем талантов.
019946_RUSLAN|Лучшие советские писатели не издавались. На жизнь зарабатывали переводами. |Лучшие советские писатели не издавались. На жизнь зарабатывали переводами.
019947_RUSLAN|И делали это, надо полагать, в ущерб своему оригинальному творчеству. |И делали это, надо полагать, в ущерб своему оригинальному творчеству.
019948_RUSLAN|То есть уровень художественных переводов рос за счет отечественной литературы в целом. |То есть уровень художественных переводов рос за счет отечественной литературы в целом.
019949_RUSLAN|Переводами занимались все – Ахматова, Тарковский, Липкин. Естественно, Пастернак. |Переводами занимались все - Ахматова, Тарковский, Липкин. Естественно, Пастернак.
019950_RUSLAN|Михаил Зощенко перевел финского юмориста Лассилу. Наконец, существует еще один фактор. |Михаил Зощенко перевел финского юмориста Лассилу. Наконец, существует еще один фактор.
019951_RUSLAN|Мы очень любим все импортное, в том числе и переводную литературу. |Мы очень любим все импортное, в том числе и переводную литературу.
019952_RUSLAN|Итак, тиражи огромные, работа переводчика сравнительно хорошо оплачивается. |Итак, тиражи огромные, работа переводчика сравнительно хорошо оплачивается.
019953_RUSLAN|Лучшие из них – Райт и Кашкин, Хинкис и Маркиш, Сорока и Голышев – популярные люди. |Лучшие из них - Райт и Кашкин, Хинкис и Маркиш, Сорока и Голышев - популярные люди.
019954_RUSLAN|Когда‑то я работал секретарем у Веры Пановой. И однажды Вера Федоровна сказала |Когда-то я работал секретарем у Веры Пановой. И однажды Вера Федоровна сказала
019955_RUSLAN|– У кого сейчас лучший русский язык? Наверное, я должен был ответить «У вас». Но я сказал – У Риты Ковалевой. |- У кого сейчас лучший русский язык? Наверное, я должен был ответить "У вас". Но я сказал - У Риты Ковалевой.
019956_RUSLAN|– Что за Ковалева? – Райт. – Переводчица Фолкнера, что ли? – Фолкнера, Сэлинджера, Воннегута. |- Что за Ковалева? - Райт. - Переводчица Фолкнера, что ли? - Фолкнера, Сэлинджера, Воннегута.
019957_RUSLAN|– Неужели Воннегут звучит по‑русски лучше, чем Федин? – Без всякого сомнения. Вера Федоровна подумала и говорит |- Неужели Воннегут звучит по-русски лучше, чем Федин? - Без всякого сомнения. Вера Федоровна подумала и говорит
019958_RUSLAN|– Как это страшно. На Западе все по‑другому. Допустим, вы, например, – Ахматова или Пастернак. |- Как это страшно. На Западе все по-другому. Допустим, вы, например, - Ахматова или Пастернак.
019959_RUSLAN|Вам есть прямой резон заниматься собственным творчеством. Денег больших переводческая работа в Америке не сулит. |Вам есть прямой резон заниматься собственным творчеством. Денег больших переводческая работа в Америке не сулит.
019960_RUSLAN|Престижа в ней маловато. К тому же американцы всегда предпочитали отечественную литературу импортной. |Престижа в ней маловато. К тому же американцы всегда предпочитали отечественную литературу импортной.
019961_RUSLAN|Короче, материальные стимулы отсутствуют. И тут возникает противоречие. Стимулы вроде бы отсутствуют. |Короче, материальные стимулы отсутствуют. И тут возникает противоречие. Стимулы вроде бы отсутствуют.
019962_RUSLAN|Однако все лучшее из мировой литературы переведено на английский. Как же так? |Однако все лучшее из мировой литературы переведено на английский. Как же так?
019963_RUSLAN|Я говорил, что материальные стимулы отсутствуют. Но человеком могут двигать стимулы иного рода. |Я говорил, что материальные стимулы отсутствуют. Но человеком могут двигать стимулы иного рода.
019964_RUSLAN|В Америке переводами занимаются главным образом филологи. Специалисты по всяческой зарубежной литературы. |В Америке переводами занимаются главным образом филологи. Специалисты по всяческой зарубежной литературы.
019965_RUSLAN|Для них это часть профессиональной карьеры. Наконец, переводы – это творчество. |Для них это часть профессиональной карьеры. Наконец, переводы - это творчество.
019966_RUSLAN|Это может быть призванием, специфическим даром, врожденным талантом. |Это может быть призванием, специфическим даром, врожденным талантом.
019967_RUSLAN|То есть бывают случаи, когда не человек выбирает профессию, а профессия – человека. |То есть бывают случаи, когда не человек выбирает профессию, а профессия - человека.
019968_RUSLAN|Есть люди, которым оригинальное творчество почему‑то не дается. Зато по чужой канве они вышивают с блеском. |Есть люди, которым оригинальное творчество почему-то не дается. Зато по чужой канве они вышивают с блеском.
019969_RUSLAN|Это какая‑то органическая способность к перевоплощению. Короче переводы – это судьба. |Это какая-то органическая способность к перевоплощению. Короче переводы - это судьба.
019970_RUSLAN|В этой области есть свои гиганты, посредственности, неудачники. Есть свои шедевры и провалы. |В этой области есть свои гиганты, посредственности, неудачники. Есть свои шедевры и провалы.
019971_RUSLAN|Здесь можно решать скромные профессиональные задачи. А можно штурмовать неприступные стены. |Здесь можно решать скромные профессиональные задачи. А можно штурмовать неприступные стены.
019972_RUSLAN|Толстого, например, переводить легче, чем Гоголя. Тургенева, скажем, проще, чем Лескова. |Толстого, например, переводить легче, чем Гоголя. Тургенева, скажем, проще, чем Лескова.
019973_RUSLAN|Оно погружено в корнесловие, насыщено метафорами, изобилует всяческой каламбуристикой, апиллитерациями, цеховыми речениями, диалектизмами.|Оно погружено в корнесловие, насыщено метафорами, изобилует всяческой каламбуристикой, апиллитерациями, цеховыми речениями, диалектизмами.
019974_RUSLAN|А ведь есть русские писатели, все творчество которых основано на словесных аргументах. |А ведь есть русские писатели, все творчество которых основано на словесных аргументах.
